repo_name,description,owner,topic,urls,user_api,repo_api,location
Udacity---Self-Driving-Car-Nanodegree-Capstone-Project,Code for the last project of the Self Driving Car Nanodegree program,sozekmek,[],https://github.com/sozekmek/Udacity---Self-Driving-Car-Nanodegree-Capstone-Project,https://api.github.com/users/sozekmek,https://api.github.com/repos/sozekmek/Udacity---Self-Driving-Car-Nanodegree-Capstone-Project,"Istanbul, Turkey"
AI-Self-Driving-Car,"Build a self-driving AI car on a 2D map, using the Deep Q-Learning model.",ImAshishMaan,[],https://github.com/ImAshishMaan/AI-Self-Driving-Car,https://api.github.com/users/ImAshishMaan,https://api.github.com/repos/ImAshishMaan/AI-Self-Driving-Car,Surajgarh
CarND_P6_Localization,My solution to Udacity's Self-Driving Car Nanodegree - Project on Localization - Kidnapped Vehicle.,linyilu0323,[],https://github.com/linyilu0323/CarND_P6_Localization,https://api.github.com/users/linyilu0323,https://api.github.com/repos/linyilu0323/CarND_P6_Localization,"Indianapolis, IN"
Behavioral_cloning,This is end-to-end learning for self-driving car(Imitation deep learning),parkjin-nim,[],https://github.com/parkjin-nim/Behavioral_cloning,https://api.github.com/users/parkjin-nim,https://api.github.com/repos/parkjin-nim/Behavioral_cloning,"Sungnam-si, S.Korea"
Udacity-SelfCarND-FindingLaneLines,"Udacity Self-Driving Car Engineer Nanodegree Program / Project: ""Finding Lane Lines""",mehrnazSarv,[],https://github.com/mehrnazSarv/Udacity-SelfCarND-FindingLaneLines,https://api.github.com/users/mehrnazSarv,https://api.github.com/repos/mehrnazSarv/Udacity-SelfCarND-FindingLaneLines,"Detroit, MI"
PID,PID Controler Project from Udacity's Self-Driving Cars Nanodegree Program,alexpm94,[],https://github.com/alexpm94/PID,https://api.github.com/users/alexpm94,https://api.github.com/repos/alexpm94/PID,Mexico City
Unscented_Kalman_Filter,Self-Driving Car Engineer Nanodegree Program - Udacity - Unscented Kalman Filter Implementation,RodolphePerrin,[],https://github.com/RodolphePerrin/Unscented_Kalman_Filter,https://api.github.com/users/RodolphePerrin,https://api.github.com/repos/RodolphePerrin/Unscented_Kalman_Filter,"Toronto, ON (Canada)"
r.a.m-discord-bot,The Discord bot for monitoring R.A.M. A self-driving ETS2 bot.,Nevexo,[],https://github.com/Nevexo/r.a.m-discord-bot,https://api.github.com/users/Nevexo,https://api.github.com/repos/Nevexo/r.a.m-discord-bot,"Cumbria, United Kingdom"
CarND-LaneLines-P1,Finding Lane Lines.  Project 1 of Udactiy Self Driving Car Nano,rbauer2000,[],https://github.com/rbauer2000/CarND-LaneLines-P1,https://api.github.com/users/rbauer2000,https://api.github.com/repos/rbauer2000/CarND-LaneLines-P1,United States
self-driving-car-behavioral-cloning,self driving car through cloning the behaviour of the driver using end to end learning,mohamedayman2030,[],https://github.com/mohamedayman2030/self-driving-car-behavioral-cloning,https://api.github.com/users/mohamedayman2030,https://api.github.com/repos/mohamedayman2030/self-driving-car-behavioral-cloning,"Cairo,Egypt"
Udacity-CarND-Traffic-Sign-Classifier,My traffic sign classifier project in UDACITY's Self Driving Nanodegree,ugururesin,[],https://github.com/ugururesin/Udacity-CarND-Traffic-Sign-Classifier,https://api.github.com/users/ugururesin,https://api.github.com/repos/ugururesin/Udacity-CarND-Traffic-Sign-Classifier,"Istanbul, Turkey"
CarND-Capstone,Final Capstone project for Udacity's self-driving-car Nano-Degree,Sardhendu,[],https://github.com/Sardhendu/CarND-Capstone,https://api.github.com/users/Sardhendu,https://api.github.com/repos/Sardhendu/CarND-Capstone,"Chicago, Illinois"
CarND-P5-Extended-Kalman-Filter-Project,Extended Kalman Filter Project from Udacity Self driving car engineer program,hemanthgovindaraj,[],https://github.com/hemanthgovindaraj/CarND-P5-Extended-Kalman-Filter-Project,https://api.github.com/users/hemanthgovindaraj,https://api.github.com/repos/hemanthgovindaraj/CarND-P5-Extended-Kalman-Filter-Project,"Stuttgart, Germany"
Udacity_intro_Self_Driving_car_ND-iSDC-ND-,Solutions and experiments through the Udacity intro to Self Driving Car course,IgorQuint,[],https://github.com/IgorQuint/Udacity_intro_Self_Driving_car_ND-iSDC-ND-,https://api.github.com/users/IgorQuint,https://api.github.com/repos/IgorQuint/Udacity_intro_Self_Driving_car_ND-iSDC-ND-,"Groningen, Netherlands"
RustBot,Designing a self driving pen-plotter robot as well as a custom svg slicer from scratch. ,AustinOliverHaskell,"['plotter', 'robot', 'slicer']",https://github.com/AustinOliverHaskell/RustBot,https://api.github.com/users/AustinOliverHaskell,https://api.github.com/repos/AustinOliverHaskell/RustBot,"Milwaukee, WI"
CarND-P04-Behavioral-Cloning,Project #4 of the Self-Driving Car Engineer Nanodegree Program: Behavioral Cloning,mkleesiek,[],https://github.com/mkleesiek/CarND-P04-Behavioral-Cloning,https://api.github.com/users/mkleesiek,https://api.github.com/repos/mkleesiek/CarND-P04-Behavioral-Cloning,Karlsruhe
Highway-Path-Planning,Path planning for a simulated car driving on a highway. This is my solution for Udacity's Self-driving Car Engineer nanodegree project.,jcalcant,[],https://github.com/jcalcant/Highway-Path-Planning,https://api.github.com/users/jcalcant,https://api.github.com/repos/jcalcant/Highway-Path-Planning,Finland
Self-Driving-Car-Engineer.,"This repository consists of all the learning and projects and detailed notes (excel files) related to OpenCv , Deep Learning , Localization aspects wrt self driving car.",RITESH-Kapse,[],https://github.com/RITESH-Kapse/Self-Driving-Car-Engineer.,https://api.github.com/users/RITESH-Kapse,https://api.github.com/repos/RITESH-Kapse/Self-Driving-Car-Engineer.,Pune
Basic-Lane-Lines-Detection,Lane lines detection for self-driving cars using computer vision techniques with OpenCV. This is my solution to Udacity's Lane Lines project within the Self-Driving Car Engineer nanodegree.,jcalcant,[],https://github.com/jcalcant/Basic-Lane-Lines-Detection,https://api.github.com/users/jcalcant,https://api.github.com/repos/jcalcant/Basic-Lane-Lines-Detection,Finland
AI-Lane-Detection-for-Self-Driving-Vehicles,"Using Computer Vision, and Machine Learning to Build an Autonomous lane detection detection for self driving with Python. Self-driving vehicles, have rapidly become one of the most transformative technologies to emerge.",holps-7,"['artificial-intelligence', 'computer-vision', 'image-processing']",https://github.com/holps-7/AI-Lane-Detection-for-Self-Driving-Vehicles,https://api.github.com/users/holps-7,https://api.github.com/repos/holps-7/AI-Lane-Detection-for-Self-Driving-Vehicles,IPFS
P4-Behavioral-Cloning,"Project 4 of the Udacity Nanodegree for Self driving car - Manually driving a simulated car and training a keras based CNN to mimic the human driving pattern, and drive autonomously",SURYAVAMSIPSN,[],https://github.com/SURYAVAMSIPSN/P4-Behavioral-Cloning,https://api.github.com/users/SURYAVAMSIPSN,https://api.github.com/repos/SURYAVAMSIPSN/P4-Behavioral-Cloning,"Tempe, Arizona"
self_driving_car-detect-lane-lines,Real-time detection of lane lines on the road using computer vision for the self driving car.,vamshi-krishna-prime,[],https://github.com/vamshi-krishna-prime/self_driving_car-detect-lane-lines,https://api.github.com/users/vamshi-krishna-prime,https://api.github.com/repos/vamshi-krishna-prime/self_driving_car-detect-lane-lines,Bengaluru
prototyping-self-driving-agents,This repository contains python code notebooks for the Manning liveProject: Prototyping self-driving agents in OpenAI Gym with Reinforcement Learning,ashishrana160796,[],https://github.com/ashishrana160796/prototyping-self-driving-agents,https://api.github.com/users/ashishrana160796,https://api.github.com/repos/ashishrana160796/prototyping-self-driving-agents,"Bengaluru, India"
Self-driving-Car-,Building and testing the self driving car model on simulator and later developing the same using raspberry pi,Rahul-Krishna14,[],https://github.com/Rahul-Krishna14/Self-driving-Car-,https://api.github.com/users/Rahul-Krishna14,https://api.github.com/repos/Rahul-Krishna14/Self-driving-Car-,bangalore
traffic-light-classifier,This repo includes my submission for the seventh project of the Udacity Nanodegree Intro to Self Driving Cars,halsawadi,[],https://github.com/halsawadi/traffic-light-classifier,https://api.github.com/users/halsawadi,https://api.github.com/repos/halsawadi/traffic-light-classifier,"Jeddah, Saudi Arabia"
CarND-Kidnapped-Vehicle,C++ Particle Filter which was created as part of Self-Driving Car Engineer Nanodegree Program by Udacity,i4guar,[],https://github.com/i4guar/CarND-Kidnapped-Vehicle,https://api.github.com/users/i4guar,https://api.github.com/repos/i4guar/CarND-Kidnapped-Vehicle,"Germany, Heidelberg"
Traffic_Sign_Classification,LeNet Deep Network to classifiy traffic signs. This is one of the models used in building self driving cars,blurryface94,[],https://github.com/blurryface94/Traffic_Sign_Classification,https://api.github.com/users/blurryface94,https://api.github.com/repos/blurryface94/Traffic_Sign_Classification,Melbourne 
autonomous-robot-car,A self-driving robot car that avoids obstacles ahead using the <HCSR04.h> ultrasonic sensor. Powered by the InventOne Microcontroller,giwajossy,"['arduino-sketch', 'motor-shield', 'ultrasonic-sensor']",https://github.com/giwajossy/autonomous-robot-car,https://api.github.com/users/giwajossy,https://api.github.com/repos/giwajossy/autonomous-robot-car,Lagos
UdacitySelfDrivingCarND,This repository contains all the project that I have completed from the Udacity Self Driving Car NanoDegree Program,JustinLee38,[],https://github.com/JustinLee38/UdacitySelfDrivingCarND,https://api.github.com/users/JustinLee38,https://api.github.com/repos/JustinLee38/UdacitySelfDrivingCarND,san francisco
Self_Driving_Car,"This is Self Driving Car hardware and  software repository for next generation robots. C++, python and matlab for prototyping.",aqafridi,[],https://github.com/aqafridi/Self_Driving_Car,https://api.github.com/users/aqafridi,https://api.github.com/repos/aqafridi/Self_Driving_Car,"Peshawar, Pakistan"
SelfDrivingCar_P2_AdvancedLaneFinding,Advanced lane detection code written in Python for project assesment in Udacity Self Driving Cars Nanodegree Program,CetinFurkan,[],https://github.com/CetinFurkan/SelfDrivingCar_P2_AdvancedLaneFinding,https://api.github.com/users/CetinFurkan,https://api.github.com/repos/CetinFurkan/SelfDrivingCar_P2_AdvancedLaneFinding,istanbul
Traffic-Sign-Classifier,ML model to classify traffic signs using the LE-NET Architecture of CNN used for self-driving cars,jainharsh21,[],https://github.com/jainharsh21/Traffic-Sign-Classifier,https://api.github.com/users/jainharsh21,https://api.github.com/repos/jainharsh21/Traffic-Sign-Classifier,India
Building-End-to-End-Learning-for-Self-Driving-Cars,Builiding End to End Learning for Self-Driving Cars on a Nvidia Jetson TX2 using Tensorflow and ROS.,gigwegbe,[],https://github.com/gigwegbe/Building-End-to-End-Learning-for-Self-Driving-Cars,https://api.github.com/users/gigwegbe,https://api.github.com/repos/gigwegbe/Building-End-to-End-Learning-for-Self-Driving-Cars,Lagos
Matrix-class-Python,This is Project 2 code for intro self driving cars Nanodegree by Udacity.  Code is written Python.,Mallack,[],https://github.com/Mallack/Matrix-class-Python,https://api.github.com/users/Mallack,https://api.github.com/repos/Mallack/Matrix-class-Python,"Jeddah, Saudi Arabia"
self-driving-simulation,"As part of this, Developed the code to support self driving car training model and simulating with Udacity data ",praveenbommalibits,[],https://github.com/praveenbommalibits/self-driving-simulation,https://api.github.com/users/praveenbommalibits,https://api.github.com/repos/praveenbommalibits/self-driving-simulation,India
CarND-Behavioral-Cloning-P3,Behavioural Cloning project for the Udacity Self Driving Car Nanodegree that uses deep learning for vehicle control in simulator,Vladimir-Lazic,"['deep-learning', 'python', 'udacity']",https://github.com/Vladimir-Lazic/CarND-Behavioral-Cloning-P3,https://api.github.com/users/Vladimir-Lazic,https://api.github.com/repos/Vladimir-Lazic/CarND-Behavioral-Cloning-P3,Novi Sad
av-path-planning,My implementation for Term-3 Path Planning Project as a part of Udacity's Self-Driving Car Engineer Nanodegree Program.,lphucthinh40,[],https://github.com/lphucthinh40/av-path-planning,https://api.github.com/users/lphucthinh40,https://api.github.com/repos/lphucthinh40/av-path-planning,"San Jose, CA, USA"
ML-and-IoT-based-Self-Driving-car,"ML and IoT based Self Driving car; Using AlexNet, Tensorflow, NRF, Python Source code, totally open source.",rutwik777,[],https://github.com/rutwik777/ML-and-IoT-based-Self-Driving-car,https://api.github.com/users/rutwik777,https://api.github.com/repos/rutwik777/ML-and-IoT-based-Self-Driving-car,INDIA
SelfDrivingCar,"Implement perception, path planning, and motion control to navigate a self driving car on a simulated track!",dingchen-github,[],https://github.com/dingchen-github/SelfDrivingCar,https://api.github.com/users/dingchen-github,https://api.github.com/repos/dingchen-github/SelfDrivingCar,"Nuremberg, Germany"
CNN-based_Road_Sign_Recognition,Using convolution neural networks to detect road signs as an application of self-driving cars - class project.,youssefsaeed97,[],https://github.com/youssefsaeed97/CNN-based_Road_Sign_Recognition,https://api.github.com/users/youssefsaeed97,https://api.github.com/repos/youssefsaeed97/CNN-based_Road_Sign_Recognition,"Alexandria, Egypt"
Artificial-Intelligence-self-driving-car-game,This is an Artificial Intelligence self driving car that learns to avoid sand obstacles and reach its goal.,NooreldeanKoteb,[],https://github.com/NooreldeanKoteb/Artificial-Intelligence-self-driving-car-game,https://api.github.com/users/NooreldeanKoteb,https://api.github.com/repos/NooreldeanKoteb/Artificial-Intelligence-self-driving-car-game,Washington D.C.
Visual-Odometry,This repository contains work done in the domain of visual odometry for self driving cars for understanding purposes.,bhaveshachhada,[],https://github.com/bhaveshachhada/Visual-Odometry,https://api.github.com/users/bhaveshachhada,https://api.github.com/repos/bhaveshachhada/Visual-Odometry,NADIAD
udacity-2d-histogram-notebook,This is a Jupyter Notebook implementation of the 2D Histogram Filter from Udacity's Intro to Self-Driving Car course,AnnaMauhay,[],https://github.com/AnnaMauhay/udacity-2d-histogram-notebook,https://api.github.com/users/AnnaMauhay,https://api.github.com/repos/AnnaMauhay/udacity-2d-histogram-notebook,"Janabiya, Bahrain"
udacity-kalman-filter-notebook,This is a Python implementation of the Kalman Filter from Udacity's Intro to Self-Driving Cars course,AnnaMauhay,[],https://github.com/AnnaMauhay/udacity-kalman-filter-notebook,https://api.github.com/users/AnnaMauhay,https://api.github.com/repos/AnnaMauhay/udacity-kalman-filter-notebook,"Janabiya, Bahrain"
lane_detection_and_collision_prevention_system,A computer vision and machine learning-based lane detection and collision prevention system for Self-Driving Cars.,rajatvisitme,[],https://github.com/rajatvisitme/lane_detection_and_collision_prevention_system,https://api.github.com/users/rajatvisitme,https://api.github.com/repos/rajatvisitme/lane_detection_and_collision_prevention_system,India
Self_Driving_Car_Project,"A self driving car has been implemented in this repository using Convolution Neural Network, a deep learning architecture.",deveshSingh06,[],https://github.com/deveshSingh06/Self_Driving_Car_Project,https://api.github.com/users/deveshSingh06,https://api.github.com/repos/deveshSingh06/Self_Driving_Car_Project,"Noida, India"
Udacity-CarND-Project-Extended-Kalman-Filter,Implementation of extended Kalman filter for sensor fusion with RADAR and LIDAR sensors in a self driving car.,ChenBohan,[],https://github.com/ChenBohan/Udacity-CarND-Project-Extended-Kalman-Filter,https://api.github.com/users/ChenBohan,https://api.github.com/repos/ChenBohan/Udacity-CarND-Project-Extended-Kalman-Filter,Shanghai，Shenzhen
CarND-Traffic-Sign-Classifier-Project,Traffic sign classifier implemented with LeNet neural network architecture using TensorFlow for the Udacity Self-Driving Car Nanodegree program,Vladimir-Lazic,"['python', 'tensorflow']",https://github.com/Vladimir-Lazic/CarND-Traffic-Sign-Classifier-Project,https://api.github.com/users/Vladimir-Lazic,https://api.github.com/repos/Vladimir-Lazic/CarND-Traffic-Sign-Classifier-Project,Novi Sad
Autonomous-Lane-Merge-using-Carla,This contains the Carla code for a self-driving car that can merge autonomously onto a freeway,anandgokul18,[],https://github.com/anandgokul18/Autonomous-Lane-Merge-using-Carla,https://api.github.com/users/anandgokul18,https://api.github.com/repos/anandgokul18/Autonomous-Lane-Merge-using-Carla,"Los Angeles, CA"
CarND-Path-Planning,Udacity Self Driving program Path planning project. Using Sensor fusion data to program highway lane changing behaviors,Charingchen,"['highway-driving-scenario', 'highway-lanes-detection', 'self-driving-car']",https://github.com/Charingchen/CarND-Path-Planning,https://api.github.com/users/Charingchen,https://api.github.com/repos/Charingchen/CarND-Path-Planning,Vancouver
Driving-Behavioral-Cloning,"Training a neural network tro drive a simulated car autonomously, based on recorded footage of me driving it. This is my solution for udacity's Self-Driving Car Engineer nanodegree project.",jcalcant,[],https://github.com/jcalcant/Driving-Behavioral-Cloning,https://api.github.com/users/jcalcant,https://api.github.com/repos/jcalcant/Driving-Behavioral-Cloning,Finland
Behavioral-Cloning-Project,Behavioral Cloning Project for Self-Driving Car Nano Degree . The project includes designing a neural network and then training the car on the road in unity simulator. The CNN learns and clones the driving behavior,ahmed-hassan97,"['ai', 'behavioral-cloning', 'convolutional-neural-networks', 'keras', 'self-driving-car', 'tensorflow', 'udacity-nanodegree']",https://github.com/ahmed-hassan97/Behavioral-Cloning-Project,https://api.github.com/users/ahmed-hassan97,https://api.github.com/repos/ahmed-hassan97/Behavioral-Cloning-Project,kafrsaqr-zagazig-egypt
CarND-Traffic-Sign-Classifier-Project,Third Project in the Udacity Self-Driving Car Nanodegree where Deep Neural Networks and Convolutional Neural Networks are used to classify traffic signs. ,daniel-234,"['computer-vision', 'convolutional-neural-networks', 'deep-neural-networks', 'german-traffic-signs']",https://github.com/daniel-234/CarND-Traffic-Sign-Classifier-Project,https://api.github.com/users/daniel-234,https://api.github.com/repos/daniel-234/CarND-Traffic-Sign-Classifier-Project,Italy
LooRider,LooRider is a two wheel self-driving arduino car which finds the shortest path from its intial position to its destination on a changeable map.,farazkh80,"['arduino-uno', 'computer-vision', 'pathfinding', 'self-driving-car']",https://github.com/farazkh80/LooRider,https://api.github.com/users/farazkh80,https://api.github.com/repos/farazkh80/LooRider,Around the Globe
udemy-self-driving-cars-course,Training a CNN model to identify German Traffic Signs and train a fully functional self driving car to drive on its own,shuphu,[],https://github.com/shuphu/udemy-self-driving-cars-course,https://api.github.com/users/shuphu,https://api.github.com/repos/shuphu/udemy-self-driving-cars-course,"Gothenburg, Sweden"
self-driving-cars-problems,This repository is a collection of  Data Science and Machine Learning problems that can be seen in the Self Driving car industry,akashshah59,[],https://github.com/akashshah59/self-driving-cars-problems,https://api.github.com/users/akashshah59,https://api.github.com/repos/akashshah59/self-driving-cars-problems,San Diego
self-driving-car,"code for lane detection, object detection, traffic signals and controls for a self-driving car. All code is written using Python",riz-ahmed,[],https://github.com/riz-ahmed/self-driving-car,https://api.github.com/users/riz-ahmed,https://api.github.com/repos/riz-ahmed/self-driving-car,Germany
SVM_algorithm,Applying Support Vector Machine algorithm to predict a label of 'slow' or 'fast' as an application of self driving cars - class project.,youssefsaeed97,[],https://github.com/youssefsaeed97/SVM_algorithm,https://api.github.com/users/youssefsaeed97,https://api.github.com/repos/youssefsaeed97/SVM_algorithm,"Alexandria, Egypt"
Self-Driving-Car-LaneLines-P1,Udacity Self-Driving Car Engineer (Project 1). Lane detection based off Canny edge detection algorithm and Hough transform feature extraction technique.,yurit04,"['canny-edge-detection', 'hough-transform', 'lane-detection', 'lane-finding', 'self-driving-cars']",https://github.com/yurit04/Self-Driving-Car-LaneLines-P1,https://api.github.com/users/yurit04,https://api.github.com/repos/yurit04/Self-Driving-Car-LaneLines-P1,New York City Metropolitan Area
Advanced-Lane-Lines,This repo has my files for the second project in Udacity Self-Driving Car Engineer Nanodegree Program. To see the solution change to branch MySolution,KansaiUser,[],https://github.com/KansaiUser/Advanced-Lane-Lines,https://api.github.com/users/KansaiUser,https://api.github.com/repos/KansaiUser/Advanced-Lane-Lines,Japan
End-to-End-Steering-Control-Mechanism,"The project self-driving (autonomous) vehicle, uses Udacity open-source simulator to implement deep-reinforcement and semi-supervised learning, The provided simulator is the sole property of Udacity.",VikalpVijay,[],https://github.com/VikalpVijay/End-to-End-Steering-Control-Mechanism,https://api.github.com/users/VikalpVijay,https://api.github.com/repos/VikalpVijay/End-to-End-Steering-Control-Mechanism,"Mohali, India"
Fuzzy-Systems,"Familiarization with Fuzzy Logic Designer Toolbox of MATLAB. Implementation of rules base, for a PI Fuzzy controller, a self driving car and development of neuro-fuzzy models.",exarchou,"['anfis', 'fuzzy-controller', 'fuzzy-logic', 'fuzzy-rules', 'fuzzy-systems', 'membership-functions', 'neuro-fuzzy', 'pi-controller', 'simulink']",https://github.com/exarchou/Fuzzy-Systems,https://api.github.com/users/exarchou,https://api.github.com/repos/exarchou/Fuzzy-Systems,"Nijmegen, The Netherlands"
Computer-Vision-with-CNNs,"Computer vision has become prevalent in our society with its applications spanning across multiple domains like medicine, mapping, drones, and self-driving cars.",theVaibhavGaur,[],https://github.com/theVaibhavGaur/Computer-Vision-with-CNNs,https://api.github.com/users/theVaibhavGaur,https://api.github.com/repos/theVaibhavGaur/Computer-Vision-with-CNNs,"Greater Noida, Uttar Pradesh, India"
CV-and-DL-for-Self-Driving-Cars,Started working on computer vision and deep learning with Tensorflow 2.0 and decided to do a few things around self driving cars,JesuFemi-O,[],https://github.com/JesuFemi-O/CV-and-DL-for-Self-Driving-Cars,https://api.github.com/users/JesuFemi-O,https://api.github.com/repos/JesuFemi-O/CV-and-DL-for-Self-Driving-Cars,Cloud...
Car-Lanes-Finder,"OpenCV Python Project that Finds Lanes for Self-Driving cars (I don't have a car, so a video should be just fine)",Gsak3l,[],https://github.com/Gsak3l/Car-Lanes-Finder,https://api.github.com/users/Gsak3l,https://api.github.com/repos/Gsak3l/Car-Lanes-Finder,Greece
digital_image_processing_project,"This repo is meant to be for the UT course Digital Image Processing (LOTI.05.037) project ""Basic self-driving car image processing"".",ristokynnapas,[],https://github.com/ristokynnapas/digital_image_processing_project,https://api.github.com/users/ristokynnapas,https://api.github.com/repos/ristokynnapas/digital_image_processing_project,"Tartu, Estonia"
Self-Driving-PID-Controller,PID controller to automatically steer a simulated car. Based on Udacity's Self-Driving Car Course PID project: https://github.com/udacity/CarND-PID-Control-Project,MrGeislinger,"['autonomous-vehicles', 'pid', 'pid-algorithm', 'pid-control', 'pid-controller', 'self-driving-car']",https://github.com/MrGeislinger/Self-Driving-PID-Controller,https://api.github.com/users/MrGeislinger,https://api.github.com/repos/MrGeislinger/Self-Driving-PID-Controller,"Concord, CA"
Programing-Slave-Device-Setup-Arduino-UNO-Microcontroller-,Its a code part for a Slave Device Setup(Arduino UNO-Microcontroller) for the Self-Driving Car run Forward _ Backward & to turn Left and Right Side,AlcidesTiago,[],https://github.com/AlcidesTiago/Programing-Slave-Device-Setup-Arduino-UNO-Microcontroller-,https://api.github.com/users/AlcidesTiago,https://api.github.com/repos/AlcidesTiago/Programing-Slave-Device-Setup-Arduino-UNO-Microcontroller-,India
Traffic-Sign-Classifier,Classification of german road signs with deep neural networks. This is my solution for Udacity's project within the Self-Driving Car Engineer nanodegree.,jcalcant,[],https://github.com/jcalcant/Traffic-Sign-Classifier,https://api.github.com/users/jcalcant,https://api.github.com/repos/jcalcant/Traffic-Sign-Classifier,Finland
RandomForest_algorithm,Applying Random Forest algorithm to predict a label of 'slow' or 'fast' as an application of self driving cars + VISUALIZATION - class project.,youssefsaeed97,[],https://github.com/youssefsaeed97/RandomForest_algorithm,https://api.github.com/users/youssefsaeed97,https://api.github.com/repos/youssefsaeed97/RandomForest_algorithm,"Alexandria, Egypt"
AI-base-selfdriving-car-distance-measure,distance measurement is very important to launching the self driving car. so in this case we use Stereo vision technology to get distance measurement. ,778569,[],https://github.com/778569/AI-base-selfdriving-car-distance-measure,https://api.github.com/users/778569,https://api.github.com/repos/778569/AI-base-selfdriving-car-distance-measure,"37/1, Raymond Road, Nugegoda, Colombo"
sdc-traffic-sign-classifier,This project modifies the LeNet convnet architecture to classify traffic signs. It is done for Project 3 in the Udacity Self Driving Car Nanodegree.,rezarajan,"['lenet-architecture', 'udacity-self-driving-car']",https://github.com/rezarajan/sdc-traffic-sign-classifier,https://api.github.com/users/rezarajan,https://api.github.com/repos/rezarajan/sdc-traffic-sign-classifier,Waterloo
Static_Objects_Geolocalization,"3D detection, tracking, and localization of spatially-compact static objects (such as signs and traffic lights) from a single camera of a self-driving car.",MedChaabane,"['mapping', 'multi-object-tracking', 'pose-estimation']",https://github.com/MedChaabane/Static_Objects_Geolocalization,https://api.github.com/users/MedChaabane,https://api.github.com/repos/MedChaabane/Static_Objects_Geolocalization,colorado
BallChaser_ND,Showing a self-built differential robot using a RGB camera to control its driving direction. Created in the ROS framework and visualised with gazebo.,SeBrul,[],https://github.com/SeBrul/BallChaser_ND,https://api.github.com/users/SeBrul,https://api.github.com/repos/SeBrul/BallChaser_ND,Germany
Final-Year-Project-,This repository contains my Final Year Project that is Analysis of Self Driving Car using Densenet Architecture. It also has a video .,kurchi1205,"['densenet', 'python', 'self-driving-car', 'udacity']",https://github.com/kurchi1205/Final-Year-Project-,https://api.github.com/users/kurchi1205,https://api.github.com/repos/kurchi1205/Final-Year-Project-,Kolkata
Programing-Slave-Device-Setup-Arduino-UNO-Microcontroller-,Its a code part for a Slave Device Setup(Arduino UNO-Microcontroller) for the Self-Driving Car run Forward _ Backward & to turn Left and Right Side,iAFT,[],https://github.com/iAFT/Programing-Slave-Device-Setup-Arduino-UNO-Microcontroller-,https://api.github.com/users/iAFT,https://api.github.com/repos/iAFT/Programing-Slave-Device-Setup-Arduino-UNO-Microcontroller-,Angola
CarND-Kidnapped-Vehicle-Project,Implementation of particle filter for sparse localization based on map landmarks for the Udacity Self Driving Car Nanodegree. Project Kidnapped Vehicle ,Vladimir-Lazic,"['cpp', 'localization', 'particle-filter']",https://github.com/Vladimir-Lazic/CarND-Kidnapped-Vehicle-Project,https://api.github.com/users/Vladimir-Lazic,https://api.github.com/repos/Vladimir-Lazic/CarND-Kidnapped-Vehicle-Project,Novi Sad
self-driving-car,"Code for a small RC car based on ESP32. For now it's manual, but we might add self-driving features later",rubenwo,[],https://github.com/rubenwo/self-driving-car,https://api.github.com/users/rubenwo,https://api.github.com/repos/rubenwo/self-driving-car,The Netherlands
AI-Self-Driving-Car-Dilemma---Trolley-Dilemma-applied-to-Artificial-Intelligence,In a self-driving car decisions need to be made when inevitably there is an accident. Artificial Intelligence is encompassed by many moral issues.,RodrigoNaves,[],https://github.com/RodrigoNaves/AI-Self-Driving-Car-Dilemma---Trolley-Dilemma-applied-to-Artificial-Intelligence,https://api.github.com/users/RodrigoNaves,https://api.github.com/repos/RodrigoNaves/AI-Self-Driving-Car-Dilemma---Trolley-Dilemma-applied-to-Artificial-Intelligence,Melbourne
Singnal-Detection-on-Road,"This is Single detection or any object like (Board on road, turn on road etc). It is being used in self driving car. ",manishsinghgithub,[],https://github.com/manishsinghgithub/Singnal-Detection-on-Road,https://api.github.com/users/manishsinghgithub,https://api.github.com/repos/manishsinghgithub/Singnal-Detection-on-Road,"Banglore, India"
Jetracer,This is a final project in Autonomous Robots course in Ariel University. Racing self-driving car by implementing Model Predictive controller.,Yinonss,[],https://github.com/Yinonss/Jetracer,https://api.github.com/users/Yinonss,https://api.github.com/repos/Yinonss/Jetracer,Israel
excavator_control,Self driving Excavator learning project uses Raspberry Pi and Tensorflow. Planning to control excavator to take any object with an excavator bucket.,Zogoo,[],https://github.com/Zogoo/excavator_control,https://api.github.com/users/Zogoo,https://api.github.com/repos/Zogoo/excavator_control,Tokyo
SelfDrivingCarController,Used a PID Controller along with a Stanley controller to create the Longitudinal and Lateral controls for a self driving car.,Fatiepie,"['autonomous-driving', 'autonomous-vehicles', 'carla-simulator', 'python', 'selfdrivingcar']",https://github.com/Fatiepie/SelfDrivingCarController,https://api.github.com/users/Fatiepie,https://api.github.com/repos/Fatiepie/SelfDrivingCarController,"Waterloo, Canada"
Self-Driving-Cars-Nanodegree,"This repository will contain the project files (code, write-up, problem statement, etc.) for the Udacity's Self Driving Car nanodegree.",sokulkarni,[],https://github.com/sokulkarni/Self-Driving-Cars-Nanodegree,https://api.github.com/users/sokulkarni,https://api.github.com/repos/sokulkarni/Self-Driving-Cars-Nanodegree,"San Jose, California"
